,quad_ID,synchrony,site,SiteCluster,ecosystem,treatment,block,plot,subplot,web,transect,synchrony.Gross,sd,mu,CV,biomass_stability,biomass_stability2,year_count,season
369,mixed_grass_NA_NA_C_NA_NA_NA_29,0.395929042,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.333082616,21.96918389,34.29270854,0.640637174,1.560945946,2.436552248,18,spring
370,mixed_grass_NA_NA_C_NA_NA_NA_3,0.258126308,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.35738689,32.95730662,43.16198064,0.763572619,1.309633131,1.715138937,18,spring
371,mixed_grass_NA_NA_C_NA_NA_NA_30,0.291634909,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.233281081,29.83642256,46.31312061,0.64423261,1.552234371,2.409431544,18,spring
372,mixed_grass_NA_NA_C_NA_NA_NA_31,0.349197267,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.111669809,61.93384465,61.44200887,1.008004878,0.992058691,0.984180447,18,spring
373,mixed_grass_NA_NA_C_NA_NA_NA_32,0.270428437,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.226608593,32.39004024,66.65227303,0.485955524,2.057801489,4.234546967,18,spring
374,mixed_grass_NA_NA_C_NA_NA_NA_33,0.366765434,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.254125485,23.84379016,33.37381978,0.714445943,1.399686021,1.959120959,18,spring
375,mixed_grass_NA_NA_C_NA_NA_NA_34,0.198260351,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.268019354,32.30611895,41.44877209,0.779422823,1.283000665,1.646090705,18,spring
376,mixed_grass_NA_NA_C_NA_NA_NA_35,0.492801448,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.224475373,39.01614008,52.67747583,0.740660775,1.350145753,1.822893554,18,spring
377,mixed_grass_NA_NA_C_NA_NA_NA_36,0.321393918,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.273585047,34.7028929,62.21394606,0.557799257,1.792759648,3.213987155,18,spring
378,mixed_grass_NA_NA_C_NA_NA_NA_37,0.30998564,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.218754294,41.44814774,46.24440377,0.896284617,1.115717017,1.244824463,18,spring
379,mixed_grass_NA_NA_C_NA_NA_NA_38,0.307093032,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.276636755,83.52387267,61.78979859,1.351742109,0.739786083,0.547283448,18,spring
380,mixed_grass_NA_NA_C_NA_NA_NA_39,0.276898227,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.292538823,41.07953557,50.27314857,0.817126771,1.223800315,1.497687211,18,spring
381,mixed_grass_NA_NA_C_NA_NA_NA_4,0.204919956,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.233319195,32.18993039,52.69176979,0.610910025,1.636902259,2.679449007,18,spring
382,mixed_grass_NA_NA_C_NA_NA_NA_40,0.311352041,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.278829374,32.24025114,37.40884521,0.861834974,1.160314944,1.34633077,18,spring
383,mixed_grass_NA_NA_C_NA_NA_NA_5,0.338630686,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.34598912,62.97284859,63.79765095,0.987071587,1.013097746,1.026367042,18,spring
384,mixed_grass_NA_NA_C_NA_NA_NA_6,0.36713342,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.219578683,38.05346635,70.66546299,0.538501621,1.857004625,3.448466176,18,spring
385,mixed_grass_NA_NA_C_NA_NA_NA_7,0.505200349,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.189587846,184.4943036,234.3275734,0.787335015,1.270107363,1.613172713,17,spring
386,mixed_grass_NA_NA_C_NA_NA_NA_8,0.255016145,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.251409055,35.97215753,50.80486548,0.708045523,1.412338569,1.994700233,18,spring
387,mixed_grass_NA_NA_C_NA_NA_NA_9,0.188498406,mixed_grass,DeepWell,Plains-Desert grassland ecotone,C,NA,NA,NA,NA,NA,0.192918337,25.57566713,35.90935852,0.71222846,1.404043865,1.971339175,18,spring
388,mixed_shrub_NA_NA_B_NA_NA_NA_1,0.645176948,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.258879523,69.5323034,140.7354117,0.494064021,2.02402919,4.096694161,14,spring
389,mixed_shrub_NA_NA_B_NA_NA_NA_10,0.543953584,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.188926448,50.95563563,69.67592139,0.731323456,1.36738401,1.869739031,14,spring
390,mixed_shrub_NA_NA_B_NA_NA_NA_11,0.307853788,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.250672755,70.59727455,122.0431667,0.57846151,1.728723488,2.988484899,14,spring
391,mixed_shrub_NA_NA_B_NA_NA_NA_12,0.647117775,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.160065545,51.29619761,68.04120536,0.753899014,1.326437602,1.759436713,14,spring
392,mixed_shrub_NA_NA_B_NA_NA_NA_13,0.458514109,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.303967927,62.0748812,139.9190634,0.44364849,2.254036749,5.080681666,14,spring
393,mixed_shrub_NA_NA_B_NA_NA_NA_14,0.424173815,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.312019472,13.85052481,22.62638461,0.61214043,1.633612078,2.668688421,13,spring
394,mixed_shrub_NA_NA_B_NA_NA_NA_15,0.369701997,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.096174184,23.49555344,29.45414224,0.797699463,1.253604956,1.571525387,13,spring
395,mixed_shrub_NA_NA_B_NA_NA_NA_16,0.695763821,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.259348467,32.00316475,52.75115354,0.606681799,1.648310533,2.716927612,14,spring
396,mixed_shrub_NA_NA_B_NA_NA_NA_17,0.397314039,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.305245228,19.30513577,36.6693553,0.526465099,1.899461146,3.607952644,14,spring
397,mixed_shrub_NA_NA_B_NA_NA_NA_18,0.309678725,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.224011434,34.53928692,83.23133139,0.414979387,2.409758244,5.806934794,14,spring
398,mixed_shrub_NA_NA_B_NA_NA_NA_19,0.563401675,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.189036786,15.25570917,32.96336718,0.462807974,2.16072336,4.66872544,14,spring
399,mixed_shrub_NA_NA_B_NA_NA_NA_2,0.553224953,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.226401641,37.87591735,57.01017803,0.664371147,1.505182766,2.265575159,14,spring
400,mixed_shrub_NA_NA_B_NA_NA_NA_20,0.385358803,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.193838508,31.58909607,62.44504083,0.505870373,1.976791001,3.90770266,14,spring
401,mixed_shrub_NA_NA_B_NA_NA_NA_21,0.520562918,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.145643126,30.75716238,31.69268262,0.970481507,1.030416338,1.061757829,14,spring
402,mixed_shrub_NA_NA_B_NA_NA_NA_22,0.513947168,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.24993492,32.78412687,47.08495782,0.696276016,1.436212043,2.062705032,14,spring
403,mixed_shrub_NA_NA_B_NA_NA_NA_23,0.627636305,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.205852866,118.2346817,186.3387809,0.634514625,1.576007802,2.483800592,14,spring
404,mixed_shrub_NA_NA_B_NA_NA_NA_24,0.361253347,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.35304471,19.06633773,33.00723424,0.57764118,1.731178515,2.996979052,14,spring
405,mixed_shrub_NA_NA_B_NA_NA_NA_25,0.563625697,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.216510861,55.9853185,94.39316471,0.59310776,1.686034254,2.842711506,14,spring
406,mixed_shrub_NA_NA_B_NA_NA_NA_26,0.418413558,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.207426899,46.86980102,56.09139308,0.835597022,1.196749119,1.432208454,14,spring
407,mixed_shrub_NA_NA_B_NA_NA_NA_27,0.380260198,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.205190121,32.27252895,48.52655895,0.665048783,1.503649095,2.260960601,14,spring
408,mixed_shrub_NA_NA_B_NA_NA_NA_28,0.440671269,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.145217539,33.91308862,58.10107978,0.583691194,1.713234687,2.935173093,14,spring
409,mixed_shrub_NA_NA_B_NA_NA_NA_29,0.54170367,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.113810391,61.64786243,73.13953258,0.842880181,1.18640825,1.407564536,14,spring
410,mixed_shrub_NA_NA_B_NA_NA_NA_3,0.567137879,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.183749863,115.7870943,151.2900284,0.765331962,1.30662255,1.707262489,14,spring
411,mixed_shrub_NA_NA_B_NA_NA_NA_30,0.654168339,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.252415536,89.7163815,127.0378518,0.706217716,1.415993931,2.005038814,13,spring
412,mixed_shrub_NA_NA_B_NA_NA_NA_31,0.470565724,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.2292483,63.70865318,94.63998918,0.673168433,1.48551232,2.206746852,13,spring
413,mixed_shrub_NA_NA_B_NA_NA_NA_32,0.444181983,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.277006685,33.96888215,60.92328771,0.557568106,1.793502872,3.216652553,13,spring
414,mixed_shrub_NA_NA_B_NA_NA_NA_33,0.494033979,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.255027773,110.9956401,153.0170801,0.725380722,1.378586402,1.900500468,13,spring
415,mixed_shrub_NA_NA_B_NA_NA_NA_34,0.671894931,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.185614573,50.73020502,58.89081842,0.861428086,1.160863009,1.347602925,13,spring
416,mixed_shrub_NA_NA_B_NA_NA_NA_35,0.760269228,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.289124245,69.27084645,119.8684614,0.577890511,1.730431596,2.994393508,13,spring
417,mixed_shrub_NA_NA_B_NA_NA_NA_36,0.716787108,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.154416001,51.59348577,67.92857555,0.759525507,1.316611478,1.733465784,13,spring
418,mixed_shrub_NA_NA_B_NA_NA_NA_37,0.643971677,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.202832242,70.54333487,81.47495881,0.86582842,1.154963243,1.333940093,13,spring
419,mixed_shrub_NA_NA_B_NA_NA_NA_38,0.628768678,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.195685204,42.65911189,72.01875559,0.592333366,1.688238512,2.850149274,13,spring
420,mixed_shrub_NA_NA_B_NA_NA_NA_39,0.444578465,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.36244436,52.93536994,66.27530501,0.798719371,1.252004191,1.567514494,12,spring
421,mixed_shrub_NA_NA_B_NA_NA_NA_4,0.664560479,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.309573507,87.92313669,144.5258496,0.608355785,1.64377495,2.701996087,14,spring
422,mixed_shrub_NA_NA_B_NA_NA_NA_40,0.463186593,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.373599456,51.56605044,87.81774033,0.587194003,1.703014669,2.900258963,12,spring
423,mixed_shrub_NA_NA_B_NA_NA_NA_5,0.469914194,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.195836978,29.59373125,51.2503355,0.577434878,1.731797017,2.999120908,14,spring
424,mixed_shrub_NA_NA_B_NA_NA_NA_6,0.477554528,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.248810075,61.03926584,65.42022382,0.933033583,1.071772783,1.148696898,14,spring
425,mixed_shrub_NA_NA_B_NA_NA_NA_7,0.580614071,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.307969014,14.40617656,22.95330821,0.627629639,1.593296329,2.538593191,14,spring
426,mixed_shrub_NA_NA_B_NA_NA_NA_8,0.456934011,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.29815871,64.6150689,112.1248679,0.576277771,1.735274291,3.011176865,14,spring
427,mixed_shrub_NA_NA_B_NA_NA_NA_9,0.42240894,mixed_shrub,FivePoints,Desert grass-shrub ecotone,B,NA,NA,NA,NA,NA,0.315683211,22.90024643,36.68005981,0.62432413,1.6017321,2.565545721,14,spring
428,mixed_shrub_NA_NA_C_NA_NA_NA_1,0.580665282,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.310978743,59.20655956,103.83375,0.570205348,1.753754158,3.075653648,18,spring
429,mixed_shrub_NA_NA_C_NA_NA_NA_10,0.537096957,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.373141893,79.80901501,152.6911587,0.522682621,1.913206907,3.660360667,18,spring
430,mixed_shrub_NA_NA_C_NA_NA_NA_11,0.803609823,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.082998678,63.91769443,59.14428064,1.080707952,0.925319368,0.856215934,18,spring
431,mixed_shrub_NA_NA_C_NA_NA_NA_12,0.701620609,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.277516814,80.44188621,196.5786285,0.409209723,2.443734698,5.971839274,17,spring
432,mixed_shrub_NA_NA_C_NA_NA_NA_13,0.615320636,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.231507906,27.44116333,36.79446655,0.745795928,1.34084937,1.797877032,17,spring
433,mixed_shrub_NA_NA_C_NA_NA_NA_14,0.593851354,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.281267767,50.01250377,104.3069794,0.479474183,2.085618027,4.349802555,18,spring
434,mixed_shrub_NA_NA_C_NA_NA_NA_15,0.483867284,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.390121706,39.45329596,102.6595691,0.384311919,2.602053049,6.770680072,18,spring
435,mixed_shrub_NA_NA_C_NA_NA_NA_16,0.608414973,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.343846045,71.65623397,136.9326059,0.523295628,1.910965708,3.651789939,18,spring
436,mixed_shrub_NA_NA_C_NA_NA_NA_17,0.480978631,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.239373251,42.5266225,57.40272744,0.740846723,1.349806876,1.821978601,18,spring
437,mixed_shrub_NA_NA_C_NA_NA_NA_18,0.519426784,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.232030147,32.11944763,48.81522884,0.657980069,1.519802875,2.309800778,18,spring
438,mixed_shrub_NA_NA_C_NA_NA_NA_19,0.410115599,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.340273764,39.17773757,53.4663378,0.73275521,1.364712235,1.862439485,18,spring
439,mixed_shrub_NA_NA_C_NA_NA_NA_2,0.809799811,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.225747051,85.11853572,133.3325478,0.638392779,1.566433759,2.45371472,18,spring
440,mixed_shrub_NA_NA_C_NA_NA_NA_20,0.605377043,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.33035939,49.94837008,72.37658512,0.690117805,1.449027966,2.099682047,18,spring
441,mixed_shrub_NA_NA_C_NA_NA_NA_21,0.434731096,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.231257433,27.8340896,44.56171998,0.624618835,1.600976379,2.563125365,18,spring
442,mixed_shrub_NA_NA_C_NA_NA_NA_22,0.398722527,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.20540848,42.57756734,100.0290344,0.425652088,2.349336531,5.519382137,18,spring
443,mixed_shrub_NA_NA_C_NA_NA_NA_23,0.865000697,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.077529823,73.1383844,85.38417518,0.856580089,1.167433159,1.362900182,18,spring
444,mixed_shrub_NA_NA_C_NA_NA_NA_24,0.743352164,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.180934985,74.54978101,100.2459674,0.743668628,1.344684934,1.808177573,18,spring
445,mixed_shrub_NA_NA_C_NA_NA_NA_25,0.764403613,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.254413493,88.28875414,241.1338597,0.366140011,2.731195632,7.459429582,18,spring
446,mixed_shrub_NA_NA_C_NA_NA_NA_26,0.551003133,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.187703207,77.8891918,141.8978196,0.54891042,1.821790885,3.318922028,18,spring
447,mixed_shrub_NA_NA_C_NA_NA_NA_27,0.456025389,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.035517505,76.23560595,100.6771441,0.757228532,1.320605284,1.743998316,18,spring
448,mixed_shrub_NA_NA_C_NA_NA_NA_28,0.564672129,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.27654468,29.7471464,58.82886738,0.505655603,1.977630613,3.911022842,18,spring
449,mixed_shrub_NA_NA_C_NA_NA_NA_29,0.55909196,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.249384389,183.8843753,242.4562996,0.758422757,1.318525836,1.738510379,18,spring
450,mixed_shrub_NA_NA_C_NA_NA_NA_3,0.619964723,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.281676743,20.78325631,29.35580375,0.707977764,1.412473739,1.995082063,18,spring
451,mixed_shrub_NA_NA_C_NA_NA_NA_30,0.492149277,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.262834532,43.19646301,45.74406917,0.9443074,1.058977193,1.121432696,18,spring
452,mixed_shrub_NA_NA_C_NA_NA_NA_31,0.547124165,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.216263861,41.33966823,59.95592512,0.689500965,1.450324294,2.103440556,18,spring
453,mixed_shrub_NA_NA_C_NA_NA_NA_32,0.576109072,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.121208253,44.49857556,55.33902419,0.804108425,1.243613385,1.546574252,17,spring
454,mixed_shrub_NA_NA_C_NA_NA_NA_33,0.428837766,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.111417723,35.67885955,62.5662279,0.570257482,1.753593828,3.075091314,17,spring
455,mixed_shrub_NA_NA_C_NA_NA_NA_34,0.522347377,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.164723514,56.43610096,100.879402,0.559441272,1.787497723,3.19514811,17,spring
456,mixed_shrub_NA_NA_C_NA_NA_NA_35,0.592153616,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.26405718,35.93004841,52.2036376,0.688267141,1.452924221,2.110988792,17,spring
457,mixed_shrub_NA_NA_C_NA_NA_NA_36,0.774405386,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.254765783,30.78364736,53.30234396,0.577528962,1.731514896,2.998143835,18,spring
458,mixed_shrub_NA_NA_C_NA_NA_NA_37,0.440105778,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.043934006,81.39037466,102.8160575,0.791611511,1.263245906,1.595790218,18,spring
459,mixed_shrub_NA_NA_C_NA_NA_NA_38,0.539472868,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.01249289,130.4789658,127.4871453,1.023467624,0.977070477,0.954666717,18,spring
460,mixed_shrub_NA_NA_C_NA_NA_NA_39,0.344686766,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.206285843,23.84312413,38.61782853,0.617412347,1.619663108,2.623308582,18,spring
461,mixed_shrub_NA_NA_C_NA_NA_NA_4,0.515647064,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.234137414,42.32209333,89.58489241,0.472424448,2.116740581,4.480590686,18,spring
462,mixed_shrub_NA_NA_C_NA_NA_NA_40,0.507224568,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.17917042,56.40307364,83.59685905,0.674703264,1.482133041,2.196718351,17,spring
463,mixed_shrub_NA_NA_C_NA_NA_NA_5,0.590120319,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.370104293,52.07356768,67.89896887,0.766927224,1.303904685,1.700167428,18,spring
464,mixed_shrub_NA_NA_C_NA_NA_NA_6,0.748609606,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.282203509,235.5709034,498.855062,0.472223139,2.117642947,4.484411649,18,spring
465,mixed_shrub_NA_NA_C_NA_NA_NA_7,0.8771266,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.055481269,50.87749133,75.95685941,0.669820892,1.492936413,2.228859134,18,spring
466,mixed_shrub_NA_NA_C_NA_NA_NA_8,0.619352446,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.272888737,27.81955632,64.58349804,0.430753322,2.321514308,5.389428682,18,spring
467,mixed_shrub_NA_NA_C_NA_NA_NA_9,0.501896674,mixed_shrub,FivePoints,Desert grass-shrub ecotone,C,NA,NA,NA,NA,NA,0.303647042,55.63820339,109.8862921,0.506325241,1.975015106,3.900684668,18,spring
468,MRME_NA_NA_C_NA_11_B_1,0.347501246,MRME,FivePoints,Desert grassland,C,NA,11,B,NA,NA,0.131609876,23.22726786,27.56567994,0.842615452,1.18678099,1.408449118,16,spring
469,MRME_NA_NA_C_NA_11_B_2,0.666220188,MRME,FivePoints,Desert grassland,C,NA,11,B,NA,NA,0.249750024,41.89223314,109.2806682,0.383345324,2.608614056,6.804867293,16,spring
470,MRME_NA_NA_C_NA_13_A_1,0.403098289,MRME,FivePoints,Desert grassland,C,NA,13,A,NA,NA,0.167248557,39.52782923,39.83736996,0.99222989,1.007830957,1.015723238,16,spring
471,MRME_NA_NA_C_NA_13_A_2,0.392326446,MRME,FivePoints,Desert grassland,C,NA,13,A,NA,NA,0.229674736,37.80844599,89.58293396,0.422049651,2.369389474,5.614006481,16,spring
472,MRME_NA_NA_C_NA_8_A_1,0.333370039,MRME,FivePoints,Desert grassland,C,NA,8,A,NA,NA,0.266203784,18.81871759,28.12787038,0.669041678,1.494675194,2.234053937,16,spring
473,MRME_NA_NA_C_NA_8_A_2,0.295313131,MRME,FivePoints,Desert grassland,C,NA,8,A,NA,NA,0.220791934,19.21823083,24.70957616,0.777764487,1.285736257,1.653117722,16,spring
474,MRME_NA_NA_CF_NA_11_A_1,0.35763381,MRME,FivePoints,Desert grassland,CF,NA,11,A,NA,NA,0.167582992,39.58499102,32.76782923,1.208044352,0.827784178,0.685226645,16,spring
475,MRME_NA_NA_CF_NA_11_A_2,0.29717739,MRME,FivePoints,Desert grassland,CF,NA,11,A,NA,NA,0.114656899,37.0789581,37.95973777,0.976797003,1.023754165,1.048072589,16,spring
476,MRME_NA_NA_CF_NA_13_B_1,0.362398955,MRME,FivePoints,Desert grassland,CF,NA,13,B,NA,NA,0.20537614,37.79275106,41.91570801,0.901636948,1.109093856,1.230089182,16,spring
477,MRME_NA_NA_CF_NA_13_B_2,0.307227511,MRME,FivePoints,Desert grassland,CF,NA,13,B,NA,NA,0.235747058,36.51102778,61.62476502,0.592473298,1.687839778,2.848803115,16,spring
478,MRME_NA_NA_CF_NA_8_B_1,0.388269092,MRME,FivePoints,Desert grassland,CF,NA,8,B,NA,NA,0.255979048,27.87276159,33.24153011,0.838492136,1.192617028,1.422335377,16,spring
479,MRME_NA_NA_CF_NA_8_B_2,0.436246236,MRME,FivePoints,Desert grassland,CF,NA,8,B,NA,NA,0.313175593,36.67887263,41.30110773,0.888084476,1.126019007,1.267918803,16,spring
480,MRME_NA_NA_L_NA_10_B_1,0.519035391,MRME,FivePoints,Desert grassland,L,NA,10,B,NA,NA,0.132935542,22.50740047,26.22088272,0.858376917,1.164989389,1.357200275,16,spring
481,MRME_NA_NA_L_NA_10_B_2,0.60539146,MRME,FivePoints,Desert grassland,L,NA,10,B,NA,NA,0.154590149,38.44566291,44.10049109,0.871774032,1.147086245,1.315806853,16,spring
482,MRME_NA_NA_L_NA_12_B_1,0.617168657,MRME,FivePoints,Desert grassland,L,NA,12,B,NA,NA,0.108869311,55.81993769,96.74489188,0.576980723,1.733160155,3.003844124,16,spring
483,MRME_NA_NA_L_NA_12_B_2,0.604460232,MRME,FivePoints,Desert grassland,L,NA,12,B,NA,NA,0.08830041,29.42721894,71.1149691,0.413797817,2.416639141,5.840144737,16,spring
484,MRME_NA_NA_L_NA_2_B_1,0.415841374,MRME,FivePoints,Desert grassland,L,NA,2,B,NA,NA,0.189063634,46.77854337,55.64091506,0.840722035,1.189453776,1.414800286,16,spring
485,MRME_NA_NA_L_NA_2_B_2,0.30718663,MRME,FivePoints,Desert grassland,L,NA,2,B,NA,NA,0.25150439,37.45732754,56.47666708,0.663235447,1.507760184,2.273340773,16,spring
486,MRME_NA_NA_L_NA_4_B_1,0.707598074,MRME,FivePoints,Desert grassland,L,NA,4,B,NA,NA,0.212705107,42.22338525,78.81928296,0.535698672,1.866721072,3.484647559,16,spring
